,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
2577,5aba59aa-a7d3-4b6a-a507-485262626782,D03,OSBS,OSBS,"OSBS_001.basePlot.all,OSBS_002.basePlot.all,OSBS_003.basePlot.all,OSBS_004.basePlot.all,OSBS_005.basePlot.all,OSBS_006.basePlot.all,OSBS_007.basePlot.all,OSBS_008.basePlot.all,OSBS_009.basePlot.all,OSBS_010.basePlot.all,OSBS_011.basePlot.all,OSBS_012.basePlot.all,OSBS_013.basePlot.all,OSBS_014.basePlot.all,OSBS_015.basePlot.all,OSBS_016.basePlot.all,OSBS_017.basePlot.all,OSBS_018.basePlot.all,OSBS_019.basePlot.all,OSBS_020.basePlot.all,OSBS_021.basePlot.all,OSBS_022.basePlot.all,OSBS_023.basePlot.all,OSBS_024.basePlot.all,OSBS_025.basePlot.all,OSBS_026.basePlot.all,OSBS_027.basePlot.all,OSBS_028.basePlot.all,OSBS_029.basePlot.all,OSBS_030.basePlot.all,OSBS_031.basePlot.all,OSBS_032.basePlot.all,OSBS_033.basePlot.all,OSBS_034.basePlot.all,OSBS_035.basePlot.all,OSBS_036.basePlot.all,OSBS_037.basePlot.all,OSBS_038.basePlot.all,OSBS_039.basePlot.all,OSBS_040.basePlot.all,OSBS_041.basePlot.all,OSBS_042.basePlot.all,OSBS_043.basePlot.all,OSBS_044.basePlot.all,OSBS_048.basePlot.all,OSBS_049.basePlot.all,OSBS_050.basePlot.all,OSBS_051.basePlot.all,OSBS_001.tickPlot.tck,OSBS_002.tickPlot.tck,OSBS_003.tickPlot.tck,OSBS_004.tickPlot.tck,OSBS_005.tickPlot.tck,OSBS_022.tickPlot.tck,OSBS_002.mammalGrid.mam,OSBS_003.mammalGrid.mam,OSBS_004.mammalGrid.mam,OSBS_005.mammalGrid.mam,OSBS_006.mammalGrid.mam,OSBS_012.mammalGrid.mam,OSBS_023.mammalGrid.mam,OSBS_001.birdGrid.brd,OSBS_002.birdGrid.brd,OSBS_003.birdGrid.brd,OSBS_004.birdGrid.brd,OSBS_005.birdGrid.brd,OSBS_006.birdGrid.brd,OSBS_008.birdGrid.brd,OSBS_009.birdGrid.brd,OSBS_012.birdGrid.brd,OSBS_047.birdGrid.brd,OSBS_052.mosquitoPoint.mos,OSBS_053.mosquitoPoint.mos,OSBS_054.mosquitoPoint.mos,OSBS_055.mosquitoPoint.mos,OSBS_056.mosquitoPoint.mos,OSBS_057.mosquitoPoint.mos,OSBS_058.mosquitoPoint.mos,OSBS_059.mosquitoPoint.mos,OSBS_060.mosquitoPoint.mos,OSBS_061.mosquitoPoint.mos,OSBS_045.phenology.phe,OSBS_046.phenology.phe,OSBS,SOILPL100083,SOILPL100084,SOILPL100085,SOILPL102767,SOILPL102821,MEGAPT100989,TOWER100081,HUT106358,CFGLOC102875,AIRSHED",9/9/17,9/11/17,N,,,OSBS.20170909.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,Hurricane Irma,,,,,,,,primary,"Originally predicted to be a Category 4 hurricane when making landfall near Naples, this storm decreased in intensity before making landfall. It was a Category 1 when it passed over our field sites. OSBS_026 has large trees down in SE and NE subplots",mkerstein@neoninc.org,,20241118T093341Z,RELEASE-2025
2578,bd152bae-d0f5-4c2d-a573-8b371143477b,D03,OSBS,OSBS,OSBS,9/8/17,9/12/17,N,,,OSBS.20170908.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,Down trees throughout plot by Hurricane Irma from September. Down trees are large pines. The SW corner is hidden by two smaller down trees. The 41. 100 has a large pine down making the subplot hard to maneuver around.,Khess@battelleecology.org,,20241118T093341Z,RELEASE-2025
2579,1177270e-dd42-491f-a71f-e75728dbccca,D03,OSBS,OSBS,"OSBS_015.basePlot.all, OSBS_019.basePlot.all, OSBS_022.basePlot.all, OSBS_049.basePlot.all",9/10/17,9/12/17,N,estimated,The latest start date is 2017-09-11.,OSBS.20170910.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,99,100,percent,primary,Resulting from Hurricane Irma-some plots were completely under water and unable to be found. OSBS_049 was roughly 1m throughout and grass was still visible on the surface.,kmartin@battelleecology.org,,20241118T093341Z,RELEASE-2025
2580,9bb683bf-73d8-4036-b4bf-ebaf8f26a0a8,D03,OSBS,OSBS,"OSBS_005.tickPlot.tck, OSBS_022.tickPlot.tck",9/20/17,9/20/17,N,actual,,OSBS.20170920.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,40,,square m,primary,"Extensive flooding throughout plot. Variable depth, 1m.",kscott@battelleecology.org,,20241118T093341Z,RELEASE-2025
2581,e9bf8e3f-9896-4c42-ba86-2bf78b6dc007,D03,OSBS,OSBS,"OSBS_012.mammalGrid.mam, OSBS_023.mammalGrid.mam",9/21/17,9/21/17,N,actual,,OSBS.20170921.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0.5,1,m,primary,Flooding continue as of 20180913,mbenedict@battelleecology.org,,20241118T093341Z,RELEASE-2025
2582,0614ae67-1619-43b1-9f6c-cc32a7b9752c,D03,OSBS,OSBS,"OSBS_001.basePlot.all, OSBS_005.basePlot.all, OSBS_022.basePlot.all, OSBS_023.basePlot.all",9/21/17,9/21/17,N,actual,,OSBS.20170921.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,As of August 31 2018 Dark Brantley Lake has flooded the plot to water was waist deep. Extensive flooding throughout plot . Variable depth. Still flooded as of 20180913,kscott@battelleecology.org,,20241118T093341Z,RELEASE-2025
2583,65353b7c-1f9a-47c3-8ede-87244abd2909,D03,OSBS,OSBS,OSBS_021.basePlot.all,9/28/17,9/28/17,N,actual,,OSBS.20170928.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,15,,square m,primary,"extensive flooding throughout plot different depths as well, 1-30 cm deep.",jlewis@battelleecology.org,,20241118T093341Z,RELEASE-2025
2584,6119d844-0544-472d-af4d-3de4eb2dab9b,D03,OSBS,OSBS,OSBS_021.basePlot.all,9/11/17,10/11/17,Y,estimated,The latest start date is 2017-09-29.,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T060238Z,RELEASE-2025
2585,ca57488f-2c24-48ec-ad3b-d742dd9168e2,D03,OSBS,OSBS,OSBS_020.basePlot.all,10/1/17,10/31/17,Y,,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T060238Z,RELEASE-2025
2586,b73b6a24-c0d2-4625-9ce7-f3a0b3fb6c03,D03,OSBS,OSBS,OSBS_050.basePlot.all,11/2/17,11/3/17,N,actual,,OSBS.20171102.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,"The plot is near a lake, but the lake extended its range with the rainfall from Hurricane Irma. About 3/4 of the plot is now flooded. Subplots 31 and 40 are completely underwater and could not be sampled.",Khess@battelleecology.org,,20241118T110215Z,RELEASE-2025
2587,c71e9911-e776-4265-aff2-63600f99f9d0,D03,OSBS,OSBS,OSBS_021.basePlot.all,10/11/17,11/10/17,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T110215Z,RELEASE-2025
2588,3c154c47-a22f-455e-ab30-ca69f6504fad,D03,OSBS,OSBS,OSBS_020.basePlot.all,10/31/17,11/30/17,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T110215Z,RELEASE-2025
2589,1638f60a-2e8d-44d5-9888-9ebd28e403ce,D03,OSBS,OSBS,OSBS_021.basePlot.all,11/10/17,12/10/17,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T133413Z,RELEASE-2025
2590,1e0ed086-8738-4621-a46b-fbff9fd8ff83,D03,OSBS,OSBS,OSBS_020.basePlot.all,11/30/17,12/30/17,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T133413Z,RELEASE-2025
2591,8bef89a1-9db4-47be-bfc8-55c6b144ac74,D03,OSBS,OSBS,OSBS_021.basePlot.all,12/10/17,1/9/18,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T094037Z,RELEASE-2025
2593,d27138dd-7140-44f1-ae7d-16dde98ebcf1,D03,OSBS,OSBS,OSBS_020.basePlot.all,12/30/17,1/29/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T094037Z,RELEASE-2025
2594,07d7761b-dac2-4c0e-aff9-79d77ec5a519,D03,OSBS,OSBS,OSBS_021.basePlot.all,1/9/18,2/8/18,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T074503Z,RELEASE-2025
2598,2ac14bc9-54a6-42fd-88eb-cc542bcd9395,D03,OSBS,OSBS,OSBS_020.basePlot.all,1/29/18,2/28/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T074503Z,RELEASE-2025
2599,54bc002a-c9fc-45c3-bda8-4c609fe5c4bf,D03,OSBS,OSBS,OSBS_021.basePlot.all,2/8/18,3/10/18,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T073243Z,RELEASE-2025
2600,b831c357-7f95-4fcc-9310-390f47e56d75,D03,OSBS,OSBS,OSBS_020.basePlot.all,2/28/18,3/30/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T073243Z,RELEASE-2025
2601,ce551822-e08b-4d2e-ab98-b9d63f407934,D03,OSBS,OSBS,OSBS_021.basePlot.all,3/10/18,4/9/18,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T040040Z,RELEASE-2025
2602,b84540ce-a953-441d-8821-a819c9d93b83,D03,OSBS,OSBS,OSBS_020.basePlot.all,3/30/18,4/29/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T040040Z,RELEASE-2025
2603,543a8337-9daa-40af-8648-7f24f65b0757,D03,OSBS,OSBS,OSBS_021.basePlot.all,4/9/18,5/9/18,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T015817Z,RELEASE-2025
2604,9042a33c-470c-4ee0-a660-e40a0386de6f,D03,OSBS,OSBS,OSBS_020.basePlot.all,4/29/18,5/29/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T015817Z,RELEASE-2025
2605,4f59675b-a70f-4a87-aa8e-98cff2a2211c,D03,OSBS,OSBS,"OSBS_059.mosquitoPoint.mos, OSBS_061.mosquitoPoint.mos",5/1/18,5/31/18,Y,,,OSBS.20180501.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,10,20,cm,primary,Flooding.,ecayia@neoninc.org,,20241118T015817Z,RELEASE-2025
2606,a95b6453-bb9e-4dd2-992a-d7197f4189dc,D03,OSBS,OSBS,OSBS_021.basePlot.all,5/9/18,6/8/18,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T101146Z,RELEASE-2025
2607,20e4ee7b-b31d-4c13-bd6a-66525eb6aa28,D03,OSBS,OSBS,"OSBS_059.mosquitoPoint.mos, OSBS_061.mosquitoPoint.mos",5/31/18,6/15/18,N,,,OSBS.20180501.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,,,,10,20,cm,primary,Flooding.,ecayia@neoninc.org,,20241118T101146Z,RELEASE-2025
2608,57fa1c9b-70e1-4da1-9486-f518e53888d7,D03,OSBS,OSBS,OSBS_020.basePlot.all,5/29/18,6/28/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T101146Z,RELEASE-2025
2609,fc032ef2-00c4-4c77-b264-d8449a2829f4,D03,OSBS,OSBS,OSBS_021.basePlot.all,6/8/18,7/8/18,Y,actual,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T093424Z,RELEASE-2025
2611,244b81f7-e208-4f3f-a625-3b9e01db9257,D03,OSBS,OSBS,OSBS_021.basePlot.all,7/8/18,7/23/18,N,,,OSBS.20170911.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,30,cm,primary,"Water has been standing long enough to cause pine mortality in the area of the plot. Flooding started after Hurricane Irma. Lake Enslow flooding into the plot. SW has minimal water, with the center stake being half underwater, and NE being completely underwater. 20181011 water depth now approximately 1m deep. Lake Enslow has flooded into OSBS_021",jmiller@battelleecology.org,,20241118T093424Z,RELEASE-2025
2612,9b05ca94-d12c-46f5-9495-f97a112e29b6,D03,OSBS,OSBS,OSBS_020.basePlot.all,6/28/18,7/28/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T093424Z,RELEASE-2025
2614,a5efa2de-1b2b-407e-a5ad-ee3ee4ef3b25,D03,OSBS,OSBS,OSBS_020.basePlot.all,7/28/18,8/27/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T053726Z,RELEASE-2025
2615,ceb147cf-ab02-449a-bc2f-a84b41df2e13,D03,OSBS,OSBS,OSBS_009.basePlot.all,9/11/18,9/11/18,N,actual,,OSBS.20180911.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,200,,square m,primary,"Flooding, 50 cm deep. Numerous downed trees due to wind or long term standing water.",mmiller@battelleecology.org,,20241118T091621Z,RELEASE-2025
2616,820d6327-f8a8-4b73-951b-ead0f52e065c,D03,OSBS,OSBS,OSBS_020.basePlot.all,8/27/18,9/26/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T091621Z,RELEASE-2025
2617,8d4aabf5-886c-46ee-b503-63cc14274107,D03,OSBS,OSBS,OSBS_020.basePlot.all,9/26/18,10/26/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T194846Z,RELEASE-2025
2618,b9dc98b5-feae-4927-91c6-e86d739131ea,D03,OSBS,OSBS,OSBS_020.basePlot.all,10/26/18,11/25/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T044505Z,RELEASE-2025
2619,271a2afd-975a-4a91-b6ae-132c48293d8b,D03,OSBS,OSBS,OSBS_020.basePlot.all,11/25/18,12/25/18,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T165204Z,RELEASE-2025
2620,3b757ab9-1b96-488e-bf7d-d5fe0b89c276,D03,OSBS,OSBS,"OSBS_059.mosquitoPoint.mos, OSBS_061.mosquitoPoint.mos",12/27/18,12/27/18,N,actual,,OSBS.20181227.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,25,35,cm,primary,Standing water level rose drastically to where there is nowhere to put battery without it likely being submerged.,mmiller@battelleecology.org,,20241118T165204Z,RELEASE-2025
2621,741ccd87-db6d-4b06-a8da-52fe7bd1adca,D03,OSBS,OSBS,OSBS_020.basePlot.all,12/25/18,1/24/19,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T125720Z,RELEASE-2025
2622,52f41526-ea5e-4b1f-90f6-f064979e72bb,D03,OSBS,OSBS,OSBS_020.basePlot.all,1/24/19,2/23/19,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T191522Z,RELEASE-2025
2625,9ece90c1-01a4-42e8-93c8-3e1f4f17a1aa,D03,OSBS,OSBS,"OSBS_005.basePlot.all, OSBS_022.basePlot.all, OSBS_023.basePlot.all",3/14/19,3/14/19,N,actual,,OSBS.20190314.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,,,,primary,"March 28, 2019 April 11, 2019 April 25, 2019. Unable to set beetle traps at these 3 plots at start of 2019 season due to flooding.",mbenedict@battelleecology.org,,20241118T013842Z,RELEASE-2025
2626,c342effd-f407-4a00-a025-1cb4a3c84986,D03,OSBS,OSBS,OSBS,3/14/19,3/14/19,N,actual,,OSBS.20190314.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,Unable to set beetle traps at these 3 plots at start of 2019 season due to flooding.,mbenedict@battelleecology.org,,20241118T013842Z,RELEASE-2025
2630,98a48441-9188-4939-ad7d-0f09696964f9,D03,OSBS,OSBS,OSBS_020.basePlot.all,2/23/19,3/25/19,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T013842Z,RELEASE-2025
2631,42897c92-5d70-4828-9c66-c8086b74e3b1,D03,OSBS,OSBS,"OSBS_012.mammalGrid.mam, OSBS_023.mammalGrid.mam",3/25/19,3/25/19,N,actual,,OSBS.20190325.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,unknown,"March 25, 2019 April 29, 2019.",mbenedict@battelleecology.org,,20241118T013842Z,RELEASE-2025
2635,b847cecb-5733-4fc8-bb52-3bed775fb63c,D03,OSBS,OSBS,OSBS_020.basePlot.all,3/25/19,4/24/19,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T120820Z,RELEASE-2025
2636,fa39bb81-78bc-4098-9dcf-cab5bf950207,D03,OSBS,OSBS,OSBS_020.basePlot.all,4/24/19,5/24/19,Y,actual,,OSBS.20171001.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,100,400,per square m,primary,Flooding caused by Hurricane Irma. Made dark Brantley lake flood into plot 20. Flood waters receeded except for SE corner of plot as of October 2019.,0000-0002-9814-2044,,20241118T034527Z,RELEASE-2025
